,PartnerID,Age,CreditCondition,LombardRating,CountryID,TreasuryID,LombardCategoryID,AmountZB,Qty,TermWoutGracePeriod,WeightGross,WeightNet,WeightNet999,WeightNotBrilliant,WeightNet999Calc,Cost,CostMetal,CostPerGram,CostInsert,Proba,PromoActionID,PromotionID,CostAmount,PercentPerDay,FlagNewPartner,DneySProshZB,DoSumAmountzb,DoAVGAmountzb,DoZB,DoBad,DoSumBad,DoGood,DoPercentGood,DoSumGood,DoMaxBadPercentPerDay,DoAVGBadPercentPerDay,DoMinGoodPercentPerDay,DoAVGGoodPercentPerDay,DoQntNew,DoQntPerez,DoQntOSN,DoQntBuyUp,DoAVGDneyZaloga,DoAVGDneySProshZB,DoAVGWeightGross,DoSUMWeightGross,DoAVGWeightNet,DoSUMWeightNet,DoAVGWeightNet999,DoSUMWeightNet999,DoAVGWeightNotBrilliant,DoSUMWeightNotBrilliant,DoAVGCostPerGram,DoAVGCost,DoMaxCost,DoQntTreasury,DoAVGPercentPerDay,DoMINPercentPerDay,DoMAXPercentPerDay,OverPayAmount,PercentAmount,isGoodZB,isBadZB,BudetSledZalog,BudetPerezalog
CostPerGram,0.2951460131117095,0.12607372461119504,0.29731757796281205,0.11539368558484482,,0.51034869591077,0.4482543025501151,0.13230524472043534,-0.015696247294873098,-0.2539640409460844,0.022769099839458035,0.040155347985812495,0.048826210845495766,-0.1291867207734352,0.04872662039417162,0.14057797190234897,0.12451326413592362,1.0,0.2713247060314379,0.32925335493296154,,0.09066728539752578,0.13230524472043534,-0.031021645570576895,0.19546515488726596,0.0732770115070063,0.07811030119529894,0.16415214940042774,0.1271941080837175,-0.01242429501532213,0.02846385360195466,0.16787134388323252,0.23481430712423831,0.10891110625929268,0.061120703095058605,0.06801379377939656,0.1422514925103422,0.20084135601809966,0.08961439541230692,0.12733849203413591,0.02360626215030541,0.07247008684001278,0.28008566899061993,0.13043186141228863,0.10406720550166128,0.07558451135843419,0.11354469326746384,0.07522920512050542,0.11552473349353087,0.0747322084827334,0.05673335747131633,0.04816536376292713,0.4019332177566951,0.16809029808329784,0.11936148707889403,0.2923871523585156,0.14603880590185064,0.08569708833584551,0.14202235907461463,0.030021600012522496,0.017006145621320957,0.14285147802350204,-0.14290937108776203,0.10190727185990911,0.1085659179678712
CostInsert,-0.007979304257070446,0.021946387787541138,0.022459931019750374,0.01391440267306589,,-0.0017132813682748725,-0.00301099524585731,0.17959616435467038,0.07199812369281432,0.010664077463912036,0.11307751400488625,0.10895795200339937,0.1149794364868571,0.06887955849861706,0.11478559860788307,0.17599676603760156,0.11551492388413506,0.2713247060314379,1.0,0.07102067544073393,,0.0036782295127633946,0.17959616435467038,-0.023697016694717576,0.02167891314567304,-0.010327097542013155,0.0743740941812527,0.13667090411936256,0.048225712743364665,0.0016071711523589186,0.004729624793377666,0.059285675177294474,0.026268241034666472,0.09495576188224579,0.0088693890134108,0.008694924337171235,0.0014470945417301706,0.007929329735861648,0.03409143737796684,0.048354547151954995,-0.0004745444205097636,0.022433015953605556,0.03274614088459707,-0.00942924699702863,0.10240710972197953,0.06868286900703215,0.10347682497069033,0.06356635190955157,0.10804505730820803,0.06634179727483208,0.10228651293528566,0.09071546429571173,0.07002114085552821,0.13149063243300468,0.0964311816137684,0.0328206654968723,0.0012309363449166716,-0.005462831234108205,0.006278004354356766,0.07085812727420443,0.12681893417796772,0.025241288635814874,-0.025237325519482906,0.020498408047436707,0.019297661578252006
Proba,-0.002206177584362325,0.05328703635416214,0.020011233331717063,0.008362486650150729,,0.026518070151016006,0.02855576459262107,0.10301827829165733,0.09458982280169381,0.09016584659332598,0.08849688511960718,0.08820973463101703,0.1129899379223903,0.036700243705549584,0.11334083431243067,0.10079731885703759,0.09829216374233135,0.32925335493296154,0.07102067544073393,1.0,,0.025023683950109114,0.10301827829165733,0.0055609333111493395,0.010932570068043787,-0.010001669389813703,0.03195607520195339,0.07876803562352425,0.018660402288687965,0.012504530253802807,0.00858756676402793,0.014440863614403792,0.008068941864671178,0.03440087486128657,0.003570939228051223,0.002084209178988411,0.0023630336737547625,0.009587729066599859,0.022282668630560797,0.005952750010373111,0.0030680896553554747,0.010236429292562077,0.030459086816388845,-0.008246548640171774,0.07452038930370994,0.03709847239997872,0.0780862216544897,0.03655730297474106,0.08470211561268642,0.03760594003138652,0.049990614061546736,0.02713248254961463,0.08914215517091338,0.07708085938290975,0.05859576902900582,0.022749961932231357,0.010102273666735433,0.0028672361185433995,0.012979028031795159,0.04100125455194923,0.06552551561048188,-0.003149344551443716,0.0031504638769993543,0.016390840459482314,0.01333092463725398
PromoActionID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PromotionID,0.13548446900260147,0.29781399633526584,-0.27281655224104806,-0.24220268553301347,,0.1639850751072909,0.12760888411707935,0.011127450896502803,0.0029339374686491804,-0.39374822831255724,0.0034745386113119183,0.0014397531535191924,0.001546716279262594,0.017776479978849593,0.0013454731509957706,0.011340382977709288,0.011328108324493581,0.09066728539752578,0.0036782295127633946,0.025023683950109114,,1.0,0.011127450896502803,-0.2426848279100621,-0.13827578977892466,-0.038517174585005406,0.010640583799372898,-0.021748521085219793,0.04487325686665333,-0.027483874243870395,-0.017836561464221582,0.07574872192092198,-0.05522722328736816,0.024855346162018285,-0.06390649867545066,-0.07602377956462658,-0.15873103323689092,-0.12908847249200286,0.01332503486061283,0.07057464936072236,0.006774963036425841,0.016767433488515247,-0.007731739442726019,-0.024174553904767474,-0.03879689372050219,0.006948116560357155,-0.04384166734570997,0.00363641240755237,-0.04243886612194544,0.004916116789701702,0.013293076509807565,0.039488436480925836,-0.05682012716556738,-0.020124862919881074,-0.01095278181780824,0.00423258454052102,-0.1620780515063512,-0.18831145701774404,-0.09072996957220891,-0.027339912468487566,-0.03671492657712316,0.06132019545476093,-0.06130758575113351,-0.021965651895123568,0.04961540621836942
CostAmount,0.010617131436814739,0.04105024183283089,0.12201061734881571,0.04719290511023766,,0.058242791705489086,0.05833300135409979,1.0,0.38997745204334794,0.0003355022151776355,0.9402584110417141,0.9512191319134284,0.9544799287591573,0.2742093747726864,0.9535575708648497,0.9868052268322528,0.9844854248753172,0.13230524472043534,0.17959616435467038,0.10301827829165733,,0.011127450896502803,1.0,-0.06700618002346961,0.05317990528314479,-0.01588792340274791,0.32457739737987806,0.5452201341911853,0.13458348661806827,0.0707718832993145,0.13613274070630804,0.11868196069862479,0.051708886403269524,0.3410977790983832,0.02120580843085703,0.014461033669699315,-0.001273073436870009,0.020676339172012132,0.12325178595706343,0.09636232292961308,0.0013407062111299313,0.010449505021760726,0.07579031425521218,-0.017993002150997896,0.49521413006201603,0.34602427563831273,0.5268763868939412,0.3497150382850295,0.528740078902799,0.3468188299508855,0.23990262575123986,0.16016859162516514,0.0866217394737715,0.544183819765601,0.4897109639869531,0.12021147644843674,0.003932981766437872,-0.019261288385405844,0.025649529134852207,0.435542492491983,0.42178374597583085,0.02626587324448243,-0.026275219485306044,0.05506975931332776,0.046647410084133846
PercentPerDay,-0.03256004385563714,-0.09350684452043231,-0.04492034044334939,-0.027875938814994877,,-0.07750976032389248,-0.07505607506234568,-0.06700618002346961,0.003175967474892524,-0.06431550798542437,-0.06465094766207977,-0.06389291417192437,-0.06403424241050679,-0.03105951928554812,-0.06387957662286735,-0.06823719368057463,-0.06723955963341316,-0.031021645570576895,-0.023697016694717576,0.0055609333111493395,,-0.2426848279100621,-0.06700618002346961,1.0,-0.06827828168636108,-0.012473921255872272,-0.04195388034144845,-0.07305781979633857,-0.05395175147636937,-0.0049708965763120725,-0.020679826384099247,-0.06422033800899817,-0.09818077779755559,-0.05121799242447647,0.07480561860088479,0.08055631784419183,0.030174952338468116,0.017294732431622793,-0.03849450728796767,-0.05384043808527878,0.0019053298457088136,-0.008439035066082911,-0.08864242098902139,-0.0174659150728873,-0.0644255338500469,-0.04416616157697333,-0.06711876814865049,-0.043880652807105645,-0.06739104083165483,-0.043566091942907226,-0.04721432386925845,-0.028093481699018527,-0.08150150987821629,-0.07358923405112407,-0.06181943212684929,-0.08476808186208477,0.09905483338271684,0.10697722083604733,0.06400251128983803,-0.012304702373988978,-0.018422246951521108,-0.14740030023739384,0.14741833874242652,-0.08425746060967323,-0.06831620379447473
FlagNewPartner,-0.22085637757431015,0.1445681057149023,0.5085982585006509,0.30279983354856965,,0.12691520523032943,0.12415320561250451,0.05317990528314479,0.004512001227674014,0.2002761791522935,0.037104177394581606,0.03640513501145334,0.036945701380161546,0.019696127037452243,0.03675221661830161,0.05789967018606205,0.05711410235044781,0.19546515488726596,0.02167891314567304,0.010932570068043787,,-0.13827578977892466,0.05317990528314479,-0.06827828168636108,1.0,0.2242065030910923,0.07324547014675369,0.2940785880747475,0.1848823609403025,0.06254028600826048,0.03762412990114838,0.18697756478155123,0.7770516047751522,0.09587190020304907,0.3001461449882187,0.33887581019708013,0.7266500463390776,0.7613958513890372,0.174947462376076,0.1232885474722016,0.04948212519584452,0.04406745313235376,0.5027517842419352,0.26964287982149876,0.2944761705489732,0.08436465298001804,0.31016575324138457,0.0846429973041354,0.306167719941043,0.08282755033206993,0.16838180741619244,0.04445298587829491,0.8863432032314845,0.29525793221163144,0.1704790624102459,0.5611673952662877,0.8035724444740149,0.7611772446671455,0.640220776502104,0.026765397473007217,0.07475940800404778,0.28946516421362045,-0.28950096271155296,0.3703560292286755,0.14328516275698552
DneySProshZB,-0.0644524288030644,-0.0002889316625432045,0.13808039728712107,0.05968853971886678,,0.0841463830016734,0.07196160265808155,-0.01588792340274791,-0.02386897512247459,-0.009956234041755144,-0.022924803774093186,-0.023030800060945694,-0.023277898488413405,-0.007677725902145714,-0.023314606006272397,-0.013447117798194089,-0.012821515754799591,0.0732770115070063,-0.010327097542013155,-0.010001669389813703,,-0.038517174585005406,-0.01588792340274791,-0.012473921255872272,0.2242065030910923,1.0,-0.038069005366326354,0.002848917814091293,-0.07420771217026419,-0.029770596551933627,-0.02183839395941706,-0.0720033580208893,0.06353578736814097,-0.04550892195818715,0.0893280808574177,0.11299195997671319,0.101820591976607,0.07969732563957117,-0.07010064909183149,-0.05009633854321485,-0.001140437938231592,-0.00911728835238656,0.009703566466364848,0.12373466654064035,0.018404381602557095,-0.042123345747991765,0.019477510465421986,-0.042317820309661185,0.01790952010103787,-0.04157426270174791,-0.008399768774276537,-0.022100009023705028,0.15221849276798824,0.0032874190122316503,-0.0423162508802319,0.028371299315822007,0.2036115560798547,0.22834573160007218,0.13208596871150882,-0.014925669312452507,-0.002932043725904023,0.003594786781507548,-0.0036139415104739017,-0.04963892870407654,-0.023823286718664193
DoSumAmountzb,-0.058952967949993086,0.031627436718964015,0.11503817658202097,0.03742407054742037,,0.048447936702971844,0.05186546271565318,0.32457739737987806,0.14990385821298527,0.016069283069735457,0.28244186609843697,0.2839099751836601,0.285868318423399,0.09690782684301824,0.28549790831460536,0.32497270191804906,0.32334502660591546,0.07811030119529894,0.0743740941812527,0.03195607520195339,,0.010640583799372898,0.32457739737987806,-0.04195388034144845,0.07324547014675369,-0.038069005366326354,1.0,0.527862937900665,0.492467217322291,0.3071728281608728,0.5229378351332424,0.39962796775142834,0.041083732179826964,0.832446488940225,0.0746394543290231,0.059854214530325724,0.009278890442051727,0.03784662277270605,0.46406286383406403,0.3337514921421147,0.047960076485405886,0.02855291445771296,0.08775356642291463,-0.04064497627869895,0.43711669194595826,0.9802423430733862,0.46026920577448927,0.9744325554981754,0.4699931090315783,0.9811105218371607,0.2565291904370202,0.6296948455120445,0.10010914732204812,0.5172529584593253,0.671461292021029,0.24345071019791187,0.023022190282565157,-0.00738263210023892,0.058887870555787286,0.24646093917000786,0.0879541375270162,-0.009548306060112068,0.009550397827195455,0.05204718673379632,0.011061119024212428
DoAVGAmountzb,-0.03537993128957519,0.07358705119554415,0.2440139957568852,0.11712712600511826,,0.09897774975729692,0.09596948496806987,0.5452201341911853,0.22423035965382512,0.048251946912424355,0.5167796565395689,0.5181074669046838,0.5192384209345926,0.18824566705564488,0.5186132505425193,0.5526992998305139,0.5491954380398071,0.16415214940042774,0.13667090411936256,0.07876803562352425,,-0.021748521085219793,0.5452201341911853,-0.07305781979633857,0.2940785880747475,0.002848917814091293,0.527862937900665,1.0,0.21363670590563866,0.10514689056491731,0.2252019683650089,0.1932881611252212,0.2471269247918177,0.521164575229568,0.09228161653747613,0.09229392048105693,0.1618992454781396,0.1961014667416056,0.20216286178091852,0.1435035329111728,0.01408830399987855,0.029203265141296095,0.2105169673654054,0.02500584854949359,0.9048066426189022,0.5463288908346496,0.9599422906580569,0.5469471468190339,0.9641257812644345,0.5466545442384716,0.4362630050854496,0.309721615190763,0.3402241638743236,0.9907318788129984,0.7563651395714199,0.2929254196676145,0.18646417892746162,0.14911133707551907,0.17638583172517416,0.22543784792104538,0.25294571585321346,0.06749698526466623,-0.06751347398667805,0.13649478295629355,0.07185535862625202
DoZB,-0.16206436839353508,0.11573303537381918,0.20624183316152706,0.07611368265634384,,0.09204833873517222,0.0832015790162212,0.13458348661806827,0.10857442524327601,-0.006896159503497526,0.11604281206376768,0.11657804638088404,0.11724934800426433,0.040449485048412406,0.11719525702989586,0.1341732108861021,0.1324773496534451,0.1271941080837175,0.048225712743364665,0.018660402288687965,,0.04487325686665333,0.13458348661806827,-0.05395175147636937,0.1848823609403025,-0.07420771217026419,0.492467217322291,0.21363670590563866,1.0,0.6052437182811522,0.35437870435361846,0.8244061555787109,0.13902172435398172,0.5195906044623768,0.1840330384449258,0.1605438811827701,0.10181702647721028,0.16074352612807488,0.8842000200117693,0.7583382902238387,0.12589642522331473,0.05241828039343775,0.19675470077605786,-0.06931917606044229,0.18690881946792895,0.5237410906278306,0.19749081042027114,0.5240002524195024,0.19904223732617396,0.5165034357162327,0.12985546746076684,0.2940267671631005,0.19806759176948943,0.20869629594614403,0.3540827849352903,0.36750894904625847,0.1235487254787077,0.060607551601529475,0.18027695402294866,0.0898194665785912,0.03934776866865062,0.034678099608051134,-0.03468708197061075,0.12539613690615362,0.04760813351651256
DoBad,-0.07240495830822803,0.0022770599555236738,0.09402435390152723,0.022672670066348957,,-0.029242977231506265,-0.00913172632000942,0.0707718832993145,0.1605957845881743,-0.012644541921597056,0.07032159884536981,0.07432137960985928,0.07397892734125107,-0.004662669621552139,0.07430633915303288,0.06523235211834601,0.06575520477828718,-0.01242429501532213,0.0016071711523589186,0.012504530253802807,,-0.027483874243870395,0.0707718832993145,-0.0049708965763120725,0.06254028600826048,-0.029770596551933627,0.3071728281608728,0.10514689056491731,0.6052437182811522,1.0,0.5374855613442079,0.0485391673687646,-0.08990704375288489,0.06892523824015905,0.1380666887213824,0.10926147587214943,0.03859183892500889,0.04446772082232399,0.8403039133651595,0.03393726714039464,0.05682771639148029,0.01693096310842591,-0.015692198658399166,-0.03557307666494816,0.08514093985916801,0.32645004935589256,0.09475752204586245,0.3404965933441559,0.09432706666526405,0.33133136837779503,0.015321763031884296,0.040674766752041146,0.05602669979337845,0.09505881926438865,0.1612843002054825,0.13952191786633805,0.052014353594986275,0.0350903246317951,0.08310282443031416,0.07988004098537273,-0.010178441635579086,-0.1160398532896661,0.11604821688542806,0.040905350755063186,-0.03616005430927644
DoSumBad,-0.027709468306797488,0.005597828767503406,0.08554379319879375,0.026023686217055093,,0.022122486944756332,0.04122028441975712,0.13613274070630804,0.09148531507600356,0.015069335306064855,0.11224063391470597,0.11751401971640661,0.11702966304466485,0.0013159372538521247,0.11710347947388171,0.13072407116627796,0.1316390957709231,0.02846385360195466,0.004729624793377666,0.00858756676402793,,-0.017836561464221582,0.13613274070630804,-0.020679826384099247,0.03762412990114838,-0.02183839395941706,0.5229378351332424,0.2252019683650089,0.35437870435361846,0.5374855613442079,1.0,0.06268405242174688,-0.05081151664010531,0.17613472563205698,0.06542257281562514,0.05154946534405152,0.008373776071804707,0.015255600538555472,0.4710235875411078,0.049306681555947404,0.019655779225007646,0.015743159643390618,0.015743834111447152,-0.025288128824497408,0.1633457286652809,0.47759847922014853,0.17971565558916852,0.49704037625501535,0.18007158218856817,0.48778987507671606,0.053572123177990406,0.0716404645987007,0.056485044479098426,0.21244607682834513,0.21794980433313282,0.23048531343531914,0.014645159219068449,0.0016835793001284778,0.03332399872677367,0.09419492815684054,-7.269877786470706e-06,-0.07458635187402887,0.07459229910078853,0.02625441146365856,-0.02340481239609099
DoGood,-0.15240641164492044,0.14343047986406646,0.19214461083268827,0.07944068885156226,,0.13527092979415695,0.11002574552219443,0.11868196069862479,0.022142361466330543,0.0007595548524133162,0.09580541403030016,0.09363345001518508,0.09471834344775946,0.054143625194317056,0.09441798274082777,0.12210833138131849,0.11961471460573872,0.16787134388323252,0.059285675177294474,0.014440863614403792,,0.07574872192092198,0.11868196069862479,-0.06422033800899817,0.18697756478155123,-0.0720033580208893,0.39962796775142834,0.1932881611252212,0.8244061555787109,0.0485391673687646,0.06268405242174688,1.0,0.2384204651268175,0.6031256754628043,0.13133678852274597,0.12291268026203922,0.10005128323065533,0.16971153802492323,0.511881816384243,0.9278206335869974,0.10655148730190402,0.04573104952900764,0.257991222944502,-0.06199574946633573,0.17408703208580126,0.42520158896582966,0.18052872536846257,0.4155362393616221,0.1827835045078583,0.4126515793939909,0.1520465912972156,0.34011287506617843,0.20781283918250595,0.1942814401730383,0.3295863784376472,0.3612915123190281,0.11750270495237525,0.050806156024094544,0.16593509178624272,0.056127605423556215,0.05683500725986111,0.1261733591965588,-0.12619017860268528,0.12815865743174473,0.08553444700533949
DoPercentGood,-0.14668857343789532,0.2101081502376583,0.5032000338795377,0.29916196504685816,,0.16577710783177113,0.15633537072394701,0.051708886403269524,-0.04030813165489756,0.1672213591571648,0.03491080959772303,0.0328900708136926,0.0333988134798703,0.030307544484818198,0.03305877883624201,0.06059435270472237,0.059640286402699326,0.23481430712423831,0.026268241034666472,0.008068941864671178,,-0.05522722328736816,0.051708886403269524,-0.09818077779755559,0.7770516047751522,0.06353578736814097,0.041083732179826964,0.2471269247918177,0.13902172435398172,-0.08990704375288489,-0.05081151664010531,0.2384204651268175,1.0,0.11629488610998057,0.007752867083747094,0.012453779886303324,0.797141767921443,0.8461087288645411,0.08449768249269692,0.1589819760468088,0.019977566315573587,0.0065086323623987875,0.5838803433378678,0.18442747892051148,0.25601864444062583,0.05197124816731337,0.2668743602500861,0.04970150799756164,0.2635515836972615,0.04908004660511923,0.17072402382077517,0.05201551561248867,0.7435607688165411,0.2576839999653716,0.1427403994626398,0.486202180693323,0.6226829385939067,0.5702988269512641,0.5002324052655693,0.009605563965415625,0.10896799297582027,0.47655318041496536,-0.4765992619897122,0.38317244423589075,0.2127654156428485
DoSumGood,-0.08053696245321317,0.05222948863306131,0.12335883808056161,0.04846680876664519,,0.07341008592696546,0.0677929429716209,0.3410977790983832,0.07751712441020406,0.013669333758033463,0.3072523981705337,0.3059661507640423,0.3077081327461632,0.12828185927170302,0.30717201616817275,0.35087004076025585,0.34819684662405453,0.10891110625929268,0.09495576188224579,0.03440087486128657,,0.024855346162018285,0.3410977790983832,-0.05121799242447647,0.09587190020304907,-0.04550892195818715,0.832446488940225,0.521164575229568,0.5195906044623768,0.06892523824015905,0.17613472563205698,0.6031256754628043,0.11629488610998057,1.0,0.07356535187834495,0.06513955808101572,0.014552828297365815,0.05849579267210058,0.3715231101854769,0.5168202560701781,0.048329710412911314,0.034910977443127184,0.13144457920199515,-0.04560871543527918,0.463602906885754,0.8663687679437783,0.4871723619917577,0.8554834661042564,0.49466711328086976,0.8575925779219277,0.2942984415618823,0.611745027703029,0.12461778325605702,0.5266298111595884,0.7426641175198145,0.23317356431744143,0.03354905529215011,-0.008724397887429814,0.07240816698758726,0.19008985377708465,0.12482627795767029,0.0536802803408719,-0.05368195241388216,0.06781657541921463,0.042842274780542526
DoMaxBadPercentPerDay,-0.1932800237360035,-0.0011543519569609223,0.15533576799392096,0.08299336661641409,,0.038226418344438365,0.02953733189054573,0.02120580843085703,0.03746417751606199,0.023953202076704296,0.013651631811096823,0.014305149158953949,0.014460585766951447,0.0003571848830716057,0.014471684053218433,0.019814652215864228,0.019531428932566118,0.061120703095058605,0.0088693890134108,0.003570939228051223,,-0.06390649867545066,0.02120580843085703,0.07480561860088479,0.3001461449882187,0.0893280808574177,0.0746394543290231,0.09228161653747613,0.1840330384449258,0.1380666887213824,0.06542257281562514,0.13133678852274597,0.007752867083747094,0.07356535187834495,1.0,0.9145673359150561,0.1704749731179433,0.20573286607013636,0.19614528864632727,0.09067410685080783,0.13185020358047314,0.035476396674675253,0.16932004237240494,0.11385004851353557,0.08784624072426082,0.087712698871607,0.09467515592871853,0.08975817316825703,0.09367254476384859,0.087182241781388,0.0530248453196871,0.028444681698615897,0.26247444263671493,0.08578101769645312,0.1088620244717812,0.28153442755076336,0.48466556537296607,0.37363292406595405,0.7594829771910558,0.024525378732360707,0.003928670339851886,-0.07328667089683377,0.07327137086182405,0.08470848177450588,-4.867978509133281e-05
DoAVGBadPercentPerDay,-0.2041338180617113,-0.008419751405425885,0.17603428233338855,0.09710984569478748,,0.043747355293468265,0.033074466270920325,0.014461033669699315,0.025544734618335143,0.029210780323304094,0.005186507636808577,0.005543838037701272,0.005775553756918514,-0.0005073638481592313,0.005793374308688435,0.012744790388304422,0.012412449184200331,0.06801379377939656,0.008694924337171235,0.002084209178988411,,-0.07602377956462658,0.014461033669699315,0.08055631784419183,0.33887581019708013,0.11299195997671319,0.059854214530325724,0.09229392048105693,0.1605438811827701,0.10926147587214943,0.05154946534405152,0.12291268026203922,0.012453779886303324,0.06513955808101572,0.9145673359150561,1.0,0.18937472972078542,0.2230156951427671,0.16648237799642304,0.08616688003711581,0.07807214197310891,0.03455443134715642,0.18081849138341047,0.1362996690985827,0.08803193649827236,0.07075469379138413,0.09459154784040033,0.07225306988351161,0.09342751923909373,0.0700173645334298,0.05670349983049324,0.024849587076077727,0.29704169139812275,0.08550518585896513,0.10119074605192283,0.2955789582489941,0.5349902260079316,0.44462392266286155,0.6384381746747574,0.018159355201119814,0.0027926245320112632,-0.07962403799592566,0.07960317348019627,0.08864290296517573,-8.561935460358279e-05
DoMinGoodPercentPerDay,-0.14633861404199355,0.0942520631649848,0.45390855348779796,0.2847128173882097,,0.09765874694703129,0.09304976207410647,-0.001273073436870009,-0.018610062237478815,0.16518956133842105,-0.01099220499564179,-0.011243125549755591,-0.011110435743298895,-0.0014197113277954459,-0.011244417951262286,0.0031719513153263424,0.003290178716445103,0.1422514925103422,0.0014470945417301706,0.0023630336737547625,,-0.15873103323689092,-0.001273073436870009,0.030174952338468116,0.7266500463390776,0.101820591976607,0.009278890442051727,0.1618992454781396,0.10181702647721028,0.03859183892500889,0.008373776071804707,0.10005128323065533,0.797141767921443,0.014552828297365815,0.1704749731179433,0.18937472972078542,1.0,0.9590845672697172,0.10848939521308047,0.05098182226665816,0.03263634832913212,0.01518052814232221,0.46702909731086867,0.23408067714050038,0.1698438994549046,0.012720128488235958,0.17822108183118415,0.012922475302500482,0.17448972290319414,0.011979945157021164,0.10139554555191893,0.005065861701920545,0.6768438962337718,0.16662229028446257,0.0632654335097549,0.4000566520498037,0.7437311357270306,0.7529573593964566,0.5646713127317885,0.014846512494287645,0.06495442073634235,0.33284484901459177,-0.3328785632785786,0.33063411229728945,0.13441221412742174
DoAVGGoodPercentPerDay,-0.18208305078543735,0.1278355756278633,0.504757779788315,0.30084429976183513,,0.1371648710766864,0.12751693624065435,0.020676339172012132,-0.014844722984880411,0.1467351332351779,0.005626955718833375,0.0051762015852942714,0.00539503296228626,0.0065882288099070535,0.0052135041279564205,0.026437117553357974,0.026399056499177845,0.20084135601809966,0.007929329735861648,0.009587729066599859,,-0.12908847249200286,0.020676339172012132,0.017294732431622793,0.7613958513890372,0.07969732563957117,0.03784662277270605,0.1961014667416056,0.16074352612807488,0.04446772082232399,0.015255600538555472,0.16971153802492323,0.8461087288645411,0.05849579267210058,0.20573286607013636,0.2230156951427671,0.9590845672697172,1.0,0.16007137913075892,0.09620848789545414,0.0494025721989345,0.019765985030328097,0.5272589464103902,0.237799869717632,0.2029310038845297,0.04672160309977334,0.21289115298968403,0.04706673550224329,0.2091448384718006,0.04535431297711367,0.1281705508949669,0.02257043750286813,0.7172570143749056,0.20192673013797982,0.11312657830460289,0.48247506173933696,0.7746094620968919,0.7087279922544557,0.6163238566813534,0.0213651854810591,0.07911046858170401,0.3638135182357425,-0.36385355488509874,0.3598564959648868,0.15178616095941805
DoQntNew,-0.1553581724295533,0.08543871618469422,0.18819356255238281,0.06725027660898518,,0.05501418475943236,0.057738048812346766,0.12325178595706343,0.1355914963233223,-0.007773573299310512,0.11008658713444879,0.112280784791467,0.11263616087279266,0.025000410582881886,0.11269640579587714,0.12061417911249056,0.11965788864030155,0.08961439541230692,0.03409143737796684,0.022282668630560797,,0.01332503486061283,0.12325178595706343,-0.03849450728796767,0.174947462376076,-0.07010064909183149,0.46406286383406403,0.20216286178091852,0.8842000200117693,0.8403039133651595,0.4710235875411078,0.511881816384243,0.08449768249269692,0.3715231101854769,0.19614528864632727,0.16648237799642304,0.10848939521308047,0.16007137913075892,1.0,0.36621013880702685,0.1097075700674213,0.04933010706744072,0.11814344640937526,-0.06240398851083072,0.17393333894955343,0.4951373832464536,0.18606227525313943,0.5023792746650686,0.18695494363254941,0.4935032632769041,0.10089175368963349,0.20851890392136496,0.18265505804753698,0.19428563093349005,0.32922675090359504,0.34315774139029703,0.13098718232334258,0.07208836617859608,0.1813745887905875,0.09251370004207635,0.021483373915934984,-0.007300142295069101,0.007302944597260955,0.11732687936744118,0.0024740867431003884
DoQntPerez,-0.10697287851395727,0.11100422372391838,0.14859282406310909,0.05786642839091385,,0.10483636381682215,0.08369385987962678,0.09636232292961308,0.027333913964467157,-0.0021945262606921172,0.07791741244084997,0.07592571261018459,0.07676528923407343,0.04580327031378923,0.07657408840562267,0.09922617921533886,0.09719287330166437,0.12733849203413591,0.048354547151954995,0.005952750010373111,,0.07057464936072236,0.09636232292961308,-0.05384043808527878,0.1232885474722016,-0.05009633854321485,0.3337514921421147,0.1435035329111728,0.7583382902238387,0.03393726714039464,0.049306681555947404,0.9278206335869974,0.1589819760468088,0.5168202560701781,0.09067410685080783,0.08616688003711581,0.05098182226665816,0.09620848789545414,0.36621013880702685,1.0,0.07975203290410036,0.022099697343469667,0.22692717748759542,-0.051514064042121624,0.12982707661408,0.3527608432548319,0.13399080343012224,0.3431775561807733,0.13583893652834458,0.3406336021878606,0.11788395656120698,0.29487008581676544,0.13821554390267307,0.14467935868830856,0.2459600442258457,0.25220787323744975,0.062462144674015625,0.01967017168118064,0.10413905026277245,0.050234031358279696,0.048769406577686324,0.07940342215730156,-0.07942503624184367,0.08590794914980363,0.09147116665919032
